id,title,type,url
ZGWWG7ER,Hadoop in practice,Book,http://www.worldcat.org/search?q=isbn%3A
QB9C9X7M,Hadoop operations,Book,http://www.worldcat.org/search?q=isbn%3A
DT3KZWGB,Hadoop operations and cluster management cookbook,Book,http://www.worldcat.org/search?q=isbn%3A
UXUNQA74,Hadoop real-world solutions cookbook,Book,http://www.worldcat.org/search?q=isbn%3A9781849519120
EH5UPAG9,Hadoop-LZO,Software,https://github.com/twitter/hadoop-lzo
9KDGRD55,Hadoop: the definitive guide,Book,http://www.worldcat.org/search?q=isbn%3A9781449311520
32PZS897,Hadoopy,Software,https://github.com/bwhite/hadoopy
I5QNIFE4,Harness the Power of Big Data The IBM Big Data Platform,Book,http://www.worldcat.org/search?q=isbn%3A
DT98VSNE,Hazy: Making it Easier to Build and Maintain Big-data Analytics,Journal Article,http://doi.acm.org/10.1145/2428616.2431055
WC7VD5F3,Hive-JSON-Serde,Software,https://github.com/rcongiu/Hive-JSON-Serde
JN7RQ5RT,How P&G Presents Data to Decision-Makers,Blog Post,http://blogs.hbr.org/cs/2013/04/how_p_and_g_presents_data.html
VFWI67JV,How Selections Work,Web Page,http://bost.ocks.org/mike/selection/
MXN3NBFX,How To Perform Spatial Analytics with Hive and Hadoop,Blog Post,http://hortonworks.com/blog/how-to-perform-spatial-analytics-with-hive-and-hadoop/
HJJGU2NR,How data science is transforming health care,Book,http://www.worldcat.org/search?q=isbn%3A9781449344979
8KQUENXT,How to Do a Big Data Project,Report,http://bigdata.infochimps.com/Portals/174427/docs/bigdataprojecthowto.pdf
NIUJGEVI,How to Get the MTTR Below 1 Minute and More,Presentation,http://www.slideshare.net/cloudera/internals-session-2
EAP3DAZ6,How to Make Apache Hive 100X Faster? Apache Hive Stinger,Blog Post,http://hortonworks.com/blog/100x-faster-hive/
6HEB5D4C,How to lie with statistics,Book,http://www.worldcat.org/search?q=isbn%3A
4UTWAEE8,"How to measure anything finding the value of ""intangibles"" in business",Book,http://www.worldcat.org/search?q=isbn%3A
MCPE8BTC,How to tell stories with data (really),Presentation,http://www.slideshare.net/kris77chan/edward-segel-interactivestorytelling
6ZH7QZZ9,How-to: Develop CDH Applications with Maven and Eclipse,Blog Post,http://blog.cloudera.com/blog/2012/08/developing-cdh-applications-with-maven-and-eclipse/
M354ZI6J,How-to: Import a Pre-existing Oozie Workflow into Hue,Blog Post,http://blog.cloudera.com/blog/2013/03/how-to-import-a-pre-existing-oozie-workflow-into-hue/
BM6C3BMI,How-to: Use Eclipse with MapReduce in Cloudera's QuickStart VM,Blog Post,http://blog.cloudera.com/blog/2013/08/how-to-use-eclipse-with-mapreduce-in-clouderas-quickstart-vm/
4CZWHX2T,Hoya,Software,https://github.com/hortonworks/hoya
2AA9HT5Q,Hoya (HBase on YARN) : Application Architecture,Blog Post,http://hortonworks.com/blog/hoya-hbase-on-yarn-application-architecture/
KIEGUVTE,Hue,Software,https://github.com/cloudera/hue
HEUCW35T,Human Fault-tolerance,Presentation,http://strataconf.com/strata2013/public/schedule/detail/27610
SFVX43GP,HyperLogLog in practice: algorithmic engineering of a state of the art cardinality estimation algorithm,Conference Paper,http://dl.acm.org/citation.cfm?id=2452456
8ZPHZ778,IPython,Software,https://github.com/ipython/ipython
538648KJ,Impala,Software,http://www.cloudera.com/content/cloudera/en/products/cdh/impala.html
MBM8Q9NZ,Impala: A Modern SQL Engine for Hadoop,Presentation,http://strataconf.com/strata2013/public/schedule/detail/27991
NIM63PQF,Implementing Splunk: big data reporting and development for operational intelligence,Book,http://www.worldcat.org/search?q=isbn%3A9781849693288
M7SFEG5A,"Implementing analytics: a blueprint for design, development, and adoption.",Book,http://www.worldcat.org/search?q=isbn%3A0124016960
Q2HZB8SX,Information dashboard design: displaying data for at-a-glance monitoring,Book,http://www.worldcat.org/search?q=isbn%3A1938377001
D4HHF8DU,Information dashboard design: the effective visual communication of data,Book,http://www.worldcat.org/search?q=isbn%3A
WAPBVK5X,Information graphics,Book,http://www.worldcat.org/search?q=isbn%3A9783836528795
NJGAFSQE,Ingesting XML in Hive using XPath,Blog Post,https://communities.intel.com/community/datastack/blog/2013/08/15/hadoop-tutorials-ingesting-xml-in-hive-using-xpath
RB836D8G,Interactive Python graphics/visualisation with Excel,Web Page,http://dpinte.wordpress.com/2010/03/12/interactive-python-graphicsvisualisation-with-excel/
F9BG5MZC,Interactive data visualization for the web,Book,http://www.worldcat.org/search?q=isbn%3A9781449340254
ACIAGMCK,Interpreting the Data: Parallel Analysis with Sawzall,Journal Article,http://lambda.csail.mit.edu/~chet/papers/others/p/pike/sawzall-sciprog.pdf
DXQ7F58M,Intro to Python for Financial Data Analysis,Presentation,http://www.slideshare.net/wesm/intro-to-python-for-financial-data-analysis
K79N8SIB,Introduction to enterprise architecture: third edition.,Book,http://www.worldcat.org/search?q=isbn%3A1477258000
AKKAP7QZ,Introduction to graph theory,Book,http://www.worldcat.org/search?q=isbn%3A0486678709
4W24DGUC,Introduction to information retrieval,Book,http://www.worldcat.org/search?q=isbn%3A9780521865715
5NH8M3PD,Ivory,Software,https://github.com/lintool/Ivory
R76Z8K2B,JBoss Teiid,Software,http://www.jboss.org/teiid/
KQ5PCEI2,JSON-LD,Software,https://github.com/json-ld/json-ld.org
6VT74RCG,JavaMelody,Software,https://code.google.com/p/javamelody/
77RC6FK2,Jolokia,Software,https://github.com/rhuss/jolokia
V5UUJBJI,Jubatus,Software,https://github.com/jubatus/jubatus
G948TRTQ,KNIME,Software,http://www.knime.org/
Q44MNNXU,Karmasphere,Software,http://www.karmasphere.com/
8ZKPUVDB,Keeping up with the quants: your guide to understanding and using analytics,Book,http://www.worldcat.org/search?q=isbn%3A9781422187258
ZEMEBQBA,Kiji,Software,http://www.kiji.org/
EPEPHRF5,Knitting Boar,Software,https://github.com/jpatanooga/KnittingBoar
JZDMBNGB,Kryo,Software,http://code.google.com/p/kryo/
VIU77TTG,Large complex data: divide and recombine (D&R) with RHIPE,Journal Article,http://onlinelibrary.wiley.com/doi/10.1002/sta4.7/full
K2GJ8XUW,Large scale data processing in Hadoop MapReduce scenario: Time estimation and computation models,Book,http://www.worldcat.org/search?q=isbn%3A
ENTNM82B,"Large-Scale Search Discovery Analytics with Hadoop, Mahout, Solr",Presentation,http://www.slideshare.net/Hadoop_Summit/large-scale-search-discover-analytics-mahoot-solr
FFHP7KG2,Large-scale machine learning at twitter,Conference Paper,http://dl.acm.org/citation.cfm?id=2213958
5PADVX99,Learning IPython for interactive computing and data visualization,Book,http://www.worldcat.org/search?q=isbn%3A1782169938
TPGGP29B,"Learning RStudio for R Statistical Computing: learn to effectively perform R development, statistical analysis, and reporting with the most popular R IDE",Book,http://www.worldcat.org/search?q=isbn%3A9781782160601
D8GP3Q2R,Learning SPARQL: querying and updating with SPARQL 1.1,Book,http://www.worldcat.org/search?q=isbn%3A
9NDTSHT8,Learning Spark: lightning-fast big data analytics,Book,http://www.worldcat.org/search?q=isbn%3A9781449358624
FHWI2RN7,Learning from data: a short course,Book,http://www.worldcat.org/search?q=isbn%3A1600490069
MC9RSTAR,Learning scipy for numerical and scientific computing.,Book,http://www.worldcat.org/search?q=isbn%3A1782161627
99AZI4VW,Let's Make a Map,Web Page,http://bost.ocks.org/mike/map/
GZIQBEMF,Linear Regression and Metronome,Presentation,http://www.slideshare.net/jpatanooga/hadoop-summit-eu-2013-parallel-linear-regression-iterativereduce-and-yarn
CW96NIGU,Linked Data,Software,http://linkeddata.org/
V5FXPDP8,Linked data,Book,http://www.worldcat.org/search?q=isbn%3A1617290394
WG6KEAVF,LinkedIn Data Infrastructure Slides (Version 2),Presentation,http://www.slideshare.net/r39132/linkedin-data-infrastructure-slides-version-2-13394853
NDSVMWF5,LinkedIn's Segmentation & Targeting Platform,Presentation,http://www.slideshare.net/r39132/linkedins-segmentation-targeting-platform?ref=http://eventifier.co/event/hadoopsummit2013/slides
KBA3E28N,"LinkedIn, Apache Pig, and Open Source",Blog Post,http://blog.linkedin.com/2010/07/01/linkedin-apache-pig/
N5EEPT8H,Linux Performance Analysis and Tools,Presentation,http://www.slideshare.net/brendangregg/linux-performance-analysis-and-tools
XCEZBC5R,Lipstick,Software,https://github.com/Netflix/Lipstick
ACB3REDC,List of 40+ Machine Learning APIs,Blog Post,http://blog.mashape.com/post/48074869493/list-of-40-machine-learning-apis
AQPXFVXJ,Literate computing and computational reproducibility: IPython in the age of data-driven journalism,Blog Post,http://blog.fperez.org/2013/04/literate-computing-and-computational.html
7NDH8QHQ,LucidWorks Big Data,Software,http://docs.lucidworks.com/display/bigdata/System+Architecture
F65D8FW6,Luigi,Software,https://github.com/spotify/luigi
PG776IDW,MADlib,Software,https://github.com/madlib/madlib
4VCSN2AQ,MINE,Software,http://www.exploredata.net/
GGIBUAJA,MLDemos,Software,https://gitorious.org/mldemos/
TUNPSAA8,Machine Learning,Book,http://www.worldcat.org/search?q=isbn%3A9781107422223
D4SUKFA5,Machine learning a probabilistic perspective,Book,http://www.worldcat.org/search?q=isbn%3A9780262305242
8TXFSZT4,Machine learning for hackers,Book,http://www.worldcat.org/search?q=isbn%3A9781449330545
4RVISKP3,Machine learning in action,Book,http://www.worldcat.org/search?q=isbn%3A9781617290183
J9UVG42F,Machine learning the art and science of algorithms that make sense of data,Book,http://www.worldcat.org/search?q=isbn%3A9781139572972
F99SQ56M,"Managing data in motion: data integration, best practice techniques and technologies",Book,http://www.worldcat.org/search?q=isbn%3A9780123971678
X7K63VM7,Many Eyes,Software,http://www-958.ibm.com/software/data/cognos/manyeyes/
FBQXN8K9,MapReduce design patterns,Book,http://www.worldcat.org/search?q=isbn%3A9781449327170
G2KWB77P,"MapReduce is Good Enough? If All You Have is a Hammer, Throw Away Everything That's Not a Nail!",Report,http://arxiv.org/abs/1209.2191
2ATZFZ2X,MapReduce online,Conference Paper,http://dl.acm.org/citation.cfm?id=1855711.1855732
C3ZMQ45F,Mapping Corporate Networks With OpenCorporates,Presentation,http://www.slideshare.net/psychemedia/mapping-corporate-networks-with-opencorporates?ref=http://blog.ouseful.info/2013/04/23/mapping-corporate-networks-with-opencorporates/
N4ZFI97J,Marathon,Software,https://github.com/mesosphere/marathon
X5TKD5F2,Massive online data stream mining with R,Blog Post,http://www.bnosac.be/index.php/blog/26-massive-online-data-stream-mining-with-r
RRUDQWE9,Matplotlib for Python developers: build remarkable publication quality plots the easy way,Book,http://www.worldcat.org/search?q=isbn%3A1847197906
GUH437W6,Measuring data quality for ongoing improvement: a data quality assessment framework,Book,http://www.worldcat.org/search?q=isbn%3A
VQ9JMMBI,MessagePack,Software,https://github.com/msgpack/msgpack
EQM63IWU,MessagePack-Hadoop,Software,https://github.com/msgpack/msgpack-hadoop
UC7UN5ZD,Microsoft SQL Server 2012 with Hadoop,Book,http://www.worldcat.org/search?q=isbn%3A
94MJVD6D,Mining of massive datasets,Book,http://www.worldcat.org/search?q=isbn%3A9781107015357
XPHH8F67,Mining the social web,Book,http://www.worldcat.org/search?q=isbn%3A9781449388348
Q46CG7KF,MoSQL,Software,https://github.com/stripe/mosql
R2S7IKGE,Modeling techniques in predictive analytics: business problems and solutions with R,Book,http://www.worldcat.org/search?q=isbn%3A9780133412932
DZUBW7J2,MongoDB,Software,http://www.mongodb.org/
IA7A94N7,Monitoring with Ganglia,Book,http://www.worldcat.org/search?q=isbn%3A
CVXZPFMV,Mortar Data,Software,http://mortardata.com/
FC4GV96D,Mr. LDA: A flexible large scale topic modeling package using variational inference in MapReduce,Conference Paper,http://dl.acm.org/citation.cfm?id=2187955
E39EH5FP,NLTK,Software,http://nltk.org/
ZQZPFKVU,NLTK Trainer,Software,https://github.com/japerk/nltk-trainer
UANNQHUR,Narrative Visualization: Telling Stories with Data,Journal Article,http://vis.stanford.edu/papers/narrative
P7SEFZ62,Natural language processing with Python,Book,http://www.worldcat.org/search?q=isbn%3A
27TSCGMG,"Near realtime, streaming, and perpetual analytics",Blog Post,http://strata.oreilly.com/2013/07/near-realtime-streaming-and-perpetual-analytics.html?imm_mid=0adcff&cmp=em-strata-na-na-newsltr_20130807_elist
JXJIHEDM,Neo4j,Software,http://www.neo4j.org/
TFRUTA82,Neo4j in action.,Book,http://www.worldcat.org/search?q=isbn%3A1617290769
F4CN3TXM,New Paradigms for High Performance Analytical Computing,Journal Article,https://www.ndm.net/datawarehouse/pdf/High_Performance_Paradigms.pdf
VVD3Q4NI,NodeBox,Software,http://nodebox.net/
UKR2744B,Now you see it: simple visualization techniques for quantitative analysis,Book,http://www.worldcat.org/search?q=isbn%3A
TMXR5KSZ,NuPIC,Software,https://github.com/numenta/nupic
9X8WVUN9,Nullege: A Search Engine for Python source code,Web Page,http://nullege.com/
RXGNMMRG,NumPy Cookbook,Book,http://www.worldcat.org/search?q=isbn%3A9781849518932
AXRMFMJD,Numbersense: how to use big data to your advantage,Book,http://www.worldcat.org/search?q=isbn%3A9780071799669
267TDCAZ,Numerical recipes: the art of scientific computing,Book,http://www.worldcat.org/search?q=isbn%3A9780521706858
N7ZJGHNA,ONE Automation,Software,http://automic.com/the-automation-engine/
9AGNIN6K,ORC File and Vectorization - Hadoop Summit 2013,Presentation,http://www.slideshare.net/oom65/orc-andvectorizationhadoopsummit?ref=http://www.slideshare.net/slideshow/embed_code/23625246
XVRDRAW7,On Writing Python UDF for Pig: A perspective,Blog Post,http://ragrawal.wordpress.com/2013/02/24/on-writing-python-udf-for-pig-a-perspective/
A2CEA9UC,Online Available Data Services: a Primer,Presentation,http://www.slideshare.net/indecadenza/daa-s-xchange2013galassopiuntiv04
A8WAGGHC,OpenRefine,Software,https://github.com/OpenRefine/OpenRefine
EG97DFQK,OpenTSDB,Software,http://opentsdb.net/
TUJUSS8E,OpenTSDB at Box,Presentation,http://www.slideshare.net/cloudera/operations-session-3
CZW95DPR,Openlayers cookbook.,Book,http://www.worldcat.org/search?q=isbn%3A1849517843
GPXQ95DR,Oracle big data handbook,Book,http://www.worldcat.org/search?q=isbn%3A0071827269
PGNQQZW6,Orange,Software,http://orange.biolab.si/
W32RIB3R,Orange: Data Mining Toolbox in Python,Journal Article,http://jmlr.org/papers/v14/demsar13a.html
UDPIF5GU,Out of the crisis,Book,http://www.worldcat.org/search?q=isbn%3A
75KWJ6Z7,Pangool,Software,http://pangool.net/
IKA6ISBE,Paradoxes in Social Networks with Multiple Products,Report,http://arxiv.org/abs/1301.7592
72K3XT8N,Parquet,Software,http://parquet.io/
HA426GEG,Parquet: Columnar storage for the people,Presentation,http://www.slideshare.net/julienledem/parquet-hadoop-summit-2013
GUUARKR4,Pattern recognition and machine learning,Book,http://www.worldcat.org/search?q=isbn%3A0387310738
6QNPJ9I4,Pattern – an open source project for migrating predi...,Presentation,http://www.slideshare.net/pacoid/pattern-an-open-source-project-for-migrating-predictive-models-from-sas-etc-onto-hadoop
CC73UJIG,Pentaho Big Data Plugin,Software,https://github.com/pentaho/big-data-plugin
HZM2HBKZ,People analytics how social sensing technology will transform business and what it tells us about the future of work,Book,http://www.worldcat.org/search?q=isbn%3A9780133158342
PVMWABNB,Phoenix,Software,https://github.com/forcedotcom/phoenix
C2MIJGWD,Pig Eye for the SQL Guy,Blog Post,http://hortonworks.com/blog/pig-eye-for-the-sql-guy/
H7EGVRJD,Pig RedisStorer,Software,https://github.com/mattb/pig-redis
SNCZNBHZ,Pig and HBase with LucidWorks Big Data,Blog Post,http://info.lucidworks.com/blog/bid/272738/Pig-and-HBase-with-LucidWorks-Big-Data
93SE9235,Pig and Hive at Yahoo!,Blog Post,http://developer.yahoo.com/blogs/hadoop/pig-hive-yahoo-464.html
RNKKI9SD,"Pig, ToJson, and Redis to publish data with Flask",Blog Post,http://hortonworks.com/blog/pig-tojson-and-redis-to-publish-data-with-flask/
V52JFFMF,PigML,Software,https://github.com/hanborq/pigml
Q45I7GNA,Piglet,Software,https://github.com/iconara/piglet
KS2CJEZV,Pigsy,Software,https://github.com/infochimps-labs/pigsy
G48EEHKH,PostgreSQL,Software,http://www.postgresql.org/
46C5MZJ8,Precog Platform,Software,https://github.com/precog/platform
7CUVVVA6,"Predictive analytics: the power to predict who will click, buy, lie, or die",Book,http://www.worldcat.org/search?q=isbn%3A9781118356852
XP74SH8C,Pregel: a system for large-scale graph processing,Conference Paper,http://doi.acm.org/10.1145/1807167.1807184
PVKW9T7H,Priam,Software,https://github.com/Netflix/Priam
VDKV6V2N,Privacy and big data,Book,http://www.worldcat.org/search?q=isbn%3A9781449305000
PZA66M3E,Pro Data Visualization using R and JavaScript,Book,http://www.worldcat.org/search?q=isbn%3A9781430258063
ZXPP426E,Pro Hadoop,Book,http://www.worldcat.org/search?q=isbn%3A9781430219439
9BHZKGGZ,Pro micosoft hdinsight: hadoop on windows.,Book,http://www.worldcat.org/search?q=isbn%3A1430260556
KJDCBI7T,Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,Web Page,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers
M6IGIX2F,"Processing 2 creative programming cookbook: over 90 highly-effective recipes to unleash your creativity with interactive art, graphics, computer vision, 3D, and more",Book,http://www.worldcat.org/search?q=isbn%3A9781849517959
FM5R2PZN,Processing a trillion cells per mouse click,Journal Article,http://dl.acm.org/citation.cfm?id=2350259
CCECKZRN,Professional Hadoop solutions,Book,http://www.worldcat.org/search?q=isbn%3A9781118611937
IDC9U4RU,Programming Hive,Book,http://www.worldcat.org/search?q=isbn%3A9781449319335
AS9ZVRBT,Programming Pig,Book,http://www.worldcat.org/search?q=isbn%3A1449302645
EB6VZV2C,Programming collective intelligence: building smart web 2.0 applications,Book,http://www.worldcat.org/search?q=isbn%3A0596529325
55B886T4,Programming elastic mapreduce: using aws services to build an end-to-end application.,Book,http://www.worldcat.org/search?q=isbn%3A1449363628
X4V9KNVA,Programming the Semantic Web,Book,http://www.worldcat.org/search?q=isbn%3A9780596153816
BHCM3RFM,Protocol Buffers,Software,https://code.google.com/p/protobuf/
2F8BPCZG,PyMC,Software,https://github.com/pymc-devs/pymc
598TQM85,Pydoop,Software,https://github.com/crs4/pydoop
AXQGKWJ3,Pydoop: a Python MapReduce and HDFS API for Hadoop,Conference Paper,http://doi.acm.org/10.1145/1851476.1851594
HDNF9U8M,Python,Software,http://www.python.org/
H3N6AWSK,Python Complements R's Shortcomings,Web Page,http://www.r-bloggers.com/python-compliments-rs-shortcomings/
HGKCE44J,Python and AWS cookbook,Book,http://www.worldcat.org/search?q=isbn%3A9781449320492
QPPUSBAV,Python cookbook,Book,http://www.worldcat.org/search?q=isbn%3A1449340377
2H7MTG7N,Python essential reference,Book,http://www.worldcat.org/search?q=isbn%3A
56JW3MVU,Python for data analysis,Book,http://www.worldcat.org/search?q=isbn%3A9781449323622
TRT2HFAQ,Python text processing with NLTK 2.0 cookbook: over 80 practical recipes for using Python's NLTK suite of libraries to maximize your Natural Language Processing capabilities,Book,http://www.worldcat.org/search?q=isbn%3A1849513600
Q7Q9MIE7,QFS,Software,https://github.com/quantcast/qfs
DPZD5WIV,QlikView,Software,http://www.qlikview.com/
XWX7CSDH,QlikView 11 for developers: develop business intelligence applications with QlikView 11,Book,http://www.worldcat.org/search?q=isbn%3A9781849686068
QZ5F3GAT,QlikView for Developers Cookbook,Book,http://www.worldcat.org/search?q=isbn%3A9781782179740
P2F9PMBI,Quandl,Software,http://www.quandl.com/
U72BQVX6,QuantLib,Software,https://github.com/lballabio/quantlib
285ASXM7,QuantLib-Python,Software,https://pypi.python.org/pypi/QuantLib-Python
EM4AZB2D,Quantifying Memory: Experiments in python and d3 from R: GDELT made easy,Blog Post,http://quantifyingmemory.blogspot.com/2013/04/experiments-in-python-and-d3-from-r.html
IIHRU5N5,R cookbook,Book,http://www.worldcat.org/search?q=isbn%3A
IHZRQ3P7,R graphics cookbook,Book,http://www.worldcat.org/search?q=isbn%3A9781449363116
MPTT3HZ6,R in action: data analysis and graphics with R,Book,http://www.worldcat.org/search?q=isbn%3A
6G7UHNGB,RHIPE,Software,http://www.datadr.org/
WGA5HE8W,RHadoop,Software,https://github.com/RevolutionAnalytics/RHadoop
CSGH395P,RSeek.org,Software,http://rseek.org/
QP835CRB,RStudio,Software,https://github.com/rstudio/rstudio
P3Q98J8M,RTextTools,Software,https://github.com/timjurka/RTextTools
5S3HG4AT,RapidMiner,Software,http://rapid-i.com/content/view/181/190/
MM4P5BKM,Re: About the combiner execution,Email,http://mail-archives.apache.org/mod_mbox/hadoop-hdfs-user/201107.mbox/%3C374D8F3F-B8B1-499F-BEDB-BFEE3219010C@hortonworks.com%3E
NFVQ37JN,Reading and Writing Avro Files from the Command Line,Blog Post,http://www.michael-noll.com/blog/2013/03/17/reading-and-writing-avro-files-from-the-command-line/
QQGIJEHC,Recognizing numbers,Blog Post,http://www.johndcook.com/blog/2013/04/30/recognizing-numbers/
TKRUM2ZE,Recommender systems: an introduction,Book,http://www.worldcat.org/search?q=isbn%3A9780521493369
ZSK7WES7,RecordBreaker,Software,http://cloudera.github.com/RecordBreaker/
PRIP7M2R,Red-blooded risk: the secret history of Wall Street,Book,http://www.worldcat.org/search?q=isbn%3A
S7F7U362,Redis,Software,http://redis.io/
F9KDAMS3,Redland RDF Libraries,Software,http://librdf.org/
KJ2IUAXP,Requests,Software,https://github.com/kennethreitz/requests
R2BWZT76,Review: The Problem with Our Data Obsession,Web Page,http://www.technologyreview.com/review/511176/the-problem-with-our-data-obsession/
8GKK8EVJ,Rickshaw,Software,https://github.com/shutterstock/rickshaw
EBPMQCUW,RockStor,Software,https://github.com/hanborq/rockstor
DQQ7NSSJ,Ruby,Software,https://www.ruby-lang.org
VZUMKM4B,Rubydoop,Software,https://github.com/iconara/rubydoop
T3IDF2J6,S4: Distributed stream computing platform,Conference Paper,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5693297
DDWXK6E8,SADDLE,Software,https://github.com/saddle/saddle
63V95WTG,STAR: Cluster,Software,http://star.mit.edu/cluster/
BEWHCUBR,Samza,Software,http://samza.incubator.apache.org/
FEJSVPDD,Scala,Software,http://www.scala-lang.org/
NKNDSBZW,Scalding,Software,https://github.com/twitter/scalding
HA7F5GFB,Scaling Apache Giraph to a trillion edges,Blog Post,https://www.facebook.com/notes/facebook-engineering/scaling-apache-giraph-to-a-trillion-edges/10151617006153920
AXU3U5MF,Scaling big data mining infrastructure: the twitter experience,Journal Article,http://dl.acm.org/citation.cfm?id=2481247
HUN9Q6PV,Scaling big data with hadoop and solr.,Book,http://www.worldcat.org/search?q=isbn%3A1783281375
2J8PGHAX,SciDB,Software,http://www.scidb.org/
QSEJGJI9,SciPy and NumPy,Book,http://www.worldcat.org/search?q=isbn%3A9781449305468
UGJSSMRV,Scrapely,Software,https://github.com/scrapy/scrapely
TFBBZW8S,ScraperWiki,Software,https://github.com/scraperwiki/scraperwiki-python
QAXPVMHR,Scribe,Software,https://github.com/facebook/scribe
HW27F7NV,Secrets of analytical leaders: insights from information insiders,Book,http://www.worldcat.org/search?q=isbn%3A
553PVKIW,Sentiment analysis and opinion mining,Book,http://www.worldcat.org/search?q=isbn%3A9781608458844
93TI9UJJ,Seven dirty secrets of data visualisation,Magazine Article,http://www.netmagazine.com/features/seven-dirty-secrets-data-visualisation
J6NGMQS4,Seven steps to success: machine learning in practice,Report,http://daoudclarke.github.io/guide.pdf
6FIQ2UQA,Shark,Software,https://github.com/amplab/shark
TDIDTKU2,Shark: SQL and rich analytics at scale,Journal Article,http://arxiv.org/abs/1211.6176
9ZD4674P,Shiny,Software,https://github.com/rstudio/shiny
APSBX7Z6,SimianArmy,Software,https://github.com/Netflix/SimianArmy
CGXM6IJD,Simmetrica,Software,https://github.com/o/simmetrica
G9GKQCD7,Simpler workflow tools enable the rapid deployment of models,Blog Post,http://strata.oreilly.com/2013/04/workflow-tools-enable-the-rapid-deployment-of-models.html
Q53TJT5K,Simplifying Big Data With Microsoft Hdinsight,Book,http://www.worldcat.org/search?q=isbn%3A
PNC9ZKFR,Six Provocations for Big Data,Report,http://papers.ssrn.com/abstract=1926431
7RIDCRRX,Sketching Techniques for Real-time Big Data,Presentation,http://strataconf.com/strata2013/public/schedule/detail/27311
IP3G85SX,Small Data and Big Data Should be Best Friends,Blog Post,http://blogs.edweek.org/edweek/edtechresearcher/2013/03/small_data_and_big_data_should_be_best_friends.html?cmp=SOC-SHR-FB
DNKR5K5Q,Snakebite,Software,https://github.com/spotify/snakebite
NTCIUUZJ,SnowWhite,Software,https://github.com/maksim2042/snowwhite
HBB2Q63F,Snowflake,Software,https://github.com/twitter/snowflake
FUE4CP9N,Snowplow,Software,https://github.com/snowplow/snowplow
IKNZTPFH,Social network analysis for startups: [finding connections on the social web],Book,http://www.worldcat.org/search?q=isbn%3A9781449306465
D676RFMU,Socorro,Software,https://github.com/mozilla/socorro
V4G3CTKP,Soft skills: The 'killer app' for analytics,Magazine Article,http://www.analytics-magazine.org/november-december-2011/475-soft-skills-the-killer-app-for-analytics?tmpl=component&print=1&page=
DKENT5ID,Software Carpentry: A Rational Computing Process: How and Why to Fake It,Blog Post,http://software-carpentry.org/blog/2013/05/rational-computing-process.html
NHBD95HJ,Software for data analysis programming with R,Book,http://www.worldcat.org/search?q=isbn%3A0387759360
B8FD9GWT,SolrEcosystem,Web Page,http://wiki.apache.org/solr/SolrEcosystem
BSTMZ6VF,Solving the wrong problem,Web Page,http://joearms.github.com/2013/03/28/solving-the-wrong-problem.html
9VGD8T6U,Sounder,Software,https://github.com/thedatachef/sounder
7XRUTPEU,Sparse matrix multiplication using SQL,Blog Post,http://notes.mindprince.in/2013/06/07/sparse-matrix-multiplication-using-sql.html
3Z6ITFHV,Spatial Framework for Hadoop,Software,https://github.com/Esri/spatial-framework-for-hadoop
Z5JP79VZ,Spring Data: modern data access for enterprise Java,Book,http://www.worldcat.org/search?q=isbn%3A
5NZ8TT2P,Spring for Apache Hadoop,Software,https://github.com/spring-projects/spring-hadoop
WETXNFN7,Stado,Software,https://launchpad.net/stado
IND9BZ8V,Starfish,Software,http://www.cs.duke.edu/starfish/
SGNUZMFV,Starfish: A Self-tuning System for Big Data Analytics.,Conference Paper,http://x86.cs.duke.edu/~gang/documents/CIDR11_Paper36.pdf
2CH9NKF2,Step-by-step MapReduce Programming,Blog Post,http://www.orzota.com/step-by-step-mapreduce-programming/
VXDQ8U7U,Storm,Software,https://github.com/nathanmarz/storm
W4U4BEKA,Storm-yarn,Software,https://github.com/yahoo/storm-yarn
NQAP9US5,Storytelling with Data,Presentation,http://style.org/tapestry/
ERCZPP7M,Storytelling: The Next Step for Visualization,Journal Article,http://kosara.net/publications/journal-papers.html
XEKC2ZK4,Strata Conference Santa Clara 2013: Complete Video Compilation,Video,http://my.safaribooksonline.com/video/databases/9781449365394
6IU8HWUX,StreamInsight,Software,http://www.microsoft.com/sqlserver/en/us/solutions-technologies/business-intelligence/streaming-data.aspx
WBE8Z2ZU,Streaming Analytics vs. Perpetual Analytics (Advantages of Windowless Thinking),Blog Post,http://jeffjonas.typepad.com/jeff_jonas/2007/04/streaming_analy.html
NTPB9JR7,Structure and interpretation of computer programs,Book,http://www.worldcat.org/search?q=isbn%3A
8FA85UEZ,Summingbird,Software,https://github.com/twitter/summingbird
XVCTMS5J,SwineHerd,Software,https://github.com/thedatachef/swineherd
TJIUQ53K,SymPy,Software,http://sympy.org
28KNQNWK,Tableau,Software,http://www.tableausoftware.com
MKX9ZD36,Tableau Data Visualization Cookbook,Book,http://www.worldcat.org/search?q=isbn%3A
TPUBSMEC,Talend Big Data,Software,http://www.talend.com/products/big-data
BQ465SFG,Tales,Software,https://github.com/calufa/tales-core
RZ4HDJ68,"Taming text: how to find, organise, and manipulate it",Book,http://www.worldcat.org/search?q=isbn%3A
